title,domestic_revenue,distributor,budget,MPAA,genres,release_date
Haikara-San: Here Comes Miss Modern,"$16,572 ",Eleven Arts,N/A,N/A,"Animation,Comedy,Drama,Romance",8-Jun-18
People's Republic of Desire,"$15,241 ",Tripod Media,N/A,N/A,Documentary,30-Nov-18
Maquia: When the Promised Flower Blooms,"$18,539 ",Eleven Arts,N/A,N/A,"Adventure,Animation,Drama,Family,Fantasy",21-Sep-18
Mrs. Hyde,"$18,627 ",Cartilage Films,N/A,N/A,"Comedy,Drama,Sci-Fi",27-Apr-18
Allegiance to Broadway,"$18,527 ",Fathom Events,N/A,N/A,N/A,4-Dec-18
Batman: Mask of the Phantasm,"$17,813 ",Fathom Events,N/A,PG,"Action,Adventure,Animation,Crime,Drama,Family,Mystery,Romance,Sci-Fi,Thriller",12-Nov-18
Marlina the Murderer in Four Acts,"$17,788 ",Icarus Films,N/A,N/A,"Drama,Thriller,Western",22-Jun-18
King of Hearts,"$17,646 ",Cohen Media Group,N/A,N/A,"Comedy,Drama,War",23-Feb-18
"A Bread Factory, Part One/A Bread Factory, Part Two","$17,325 ",In the Family,N/A,N/A,N/A,26-Oct-18
Crime + Punishment,"$18,644 ",IFC Films,N/A,N/A,Documentary,24-Aug-18
Who We Are Now,"$19,128 ",FilmRise,N/A,N/A,Drama,25-May-18
Anything,"$19,037 ",Paladin,N/A,R,"Drama,Romance",11-May-18
Revival,"$17,252 ",TriCoast Worldwide,N/A,PG,Musical,7-Dec-18
November,"$19,084 ",Oscilloscope,N/A,N/A,"Drama,Fantasy,Horror,Romance",23-Feb-18
The Chronicle of Anna Magdalena Bach,"$17,527 ",Grasshopper Film,N/A,N/A,"Biography,Drama,History,Music",2-Mar-18
Gabriel and the Mountain,"$18,415 ",Strand Releasing,N/A,N/A,Drama,15-Jun-18
God's Own Country,"$335,609 ",Orion Pictures,N/A,N/A,"Drama,Romance",24-Oct-17
306 Hollywood,"$18,399 ",El Tigre,N/A,N/A,Documentary,28-Sep-18
Freak Show,"$19,696 ",IFC Films,N/A,N/A,"Comedy,Drama",12-Jan-18
Active Measures,"$19,862 ",Super,N/A,PG-13,Documentary,31-Aug-18
The Last Resort,"$158,646 ",Kino Lorber,N/A,N/A,"Documentary,History",21-Dec-18
The Devil and Father Amorth,"$20,449 ",The Orchard,N/A,N/A,"Documentary,Horror",20-Apr-18
Ice Dragon: Legend of the Blue Daisies,"$20,549 ",Fathom Events,N/A,N/A,"Adventure,Animation,Family,Fantasy",24-Mar-18
The Happys,"$21,108 ",Indican Pictures,N/A,N/A,Comedy,16-Mar-18
Journey to the South Pacific,"$7,653,913 ",IMAX,N/A,G,Documentary,27-Nov-13
"One Sings, the Other Doesn't","$19,919 ",Janus Films,N/A,N/A,"Drama,History",1-Jun-18
Apocalypsis,"$20,052 ",Indican Pictures,N/A,N/A,"Animation,Fantasy,Mystery,Thriller",2-Mar-18
To the Arctic 3D,"$14,560,456 ",Warner Bros.,N/A,G,Documentary,20-Apr-12
Eight Hours Don't Make a Day,"$19,987 ",Janus Films,N/A,N/A,Drama,16-Mar-18
Loving Pablo,"$22,017 ",Universal Pictures,N/A,R,"Action,Biography,Crime,Drama",5-Oct-18
Izzy Gets the F*ck Across Town,"$20,208 ",Shout! Factory,N/A,N/A,"Comedy,Drama,Music,Romance",22-Jun-18
Primal Rage: The Legend of Konga,"$21,497 ",Fathom Events,N/A,R,"Action,Adventure,Horror,Thriller",27-Feb-18
The Workshop,"$22,061 ",Strand Releasing,N/A,N/A,"Drama,Mystery,Thriller",23-Mar-18
Did You Wonder Who Fired the Gun?,"$20,765 ",Grasshopper Film,N/A,N/A,Documentary,28-Feb-18
Ava,"$20,940 ",Grasshopper Film,N/A,N/A,Drama,27-Apr-18
Winning Formula,"$22,189 ",Indican Pictures,N/A,N/A,"Comedy,Crime,Mystery",27-Jul-18
The Female Brain,"$21,786 ",IFC Films,N/A,N/A,Comedy,9-Feb-18
The Tag Along: Devil Fish,"$20,726 ",China Lion Film Distribution,N/A,N/A,Horror,7-Dec-18
Ganja & Hess,"$21,197 ",Kino Lorber,N/A,N/A,"Drama,Fantasy,Horror",30-May-18
The Divine Order,"$76,277 ",Zeitgeist Films,N/A,N/A,"Comedy,Drama",27-Oct-17
Vazante,"$23,884 ",Music Box Films,N/A,N/A,"Adventure,Drama",12-Jan-18
Swimming with Men,"$24,708 ",IFC Films,N/A,N/A,"Comedy,Drama,Romance,Sport",7-Dec-18
The Misandrists,"$26,123 ",Cartilage Films,N/A,N/A,"Comedy,Drama",25-May-18
No Intenso Agora,"$24,955 ",Icarus Films,N/A,N/A,"Documentary,History",31-Jan-18
Death House,"$23,833 ",Hannover House,N/A,R,"Action,Crime,Horror,Sci-Fi,Thriller",2-Mar-18
An Elephant's Journey,"$24,844 ",Fathom Events,N/A,N/A,Adventure,16-Apr-18
The Day After,"$24,746 ",The Cinema Guild,N/A,N/A,"Drama,Romance",11-May-18
The Judge,"$22,257 ",Idle Wild Films,N/A,N/A,Documentary,13-Apr-18
The Atomic Cafe,"$22,293 ",Kino Lorber,N/A,N/A,"Documentary,History",1-Aug-18
The Cured,"$26,630 ",IFC Films,N/A,R,"Drama,Horror,Sci-Fi",23-Feb-18
Letter from Masanjia,"$23,481 ",Ammo Content,N/A,N/A,Documentary,14-Sep-18
Let There Be Light,"$7,233,471 ",Atlas Distribution Company,N/A,PG-13,Drama,N/A
Senso,"$27,723 ",Rialto Pictures,N/A,N/A,"Drama,History,Romance,War",26-Oct-18
Milford Graves Full Mantis,"$26,566 ",The Cinema Guild,N/A,N/A,Documentary,13-Jul-18
Restoring Tomorrow,"$28,556 ",Fathom Events,N/A,PG,Documentary,13-Nov-18
Night of 7 Years,"$24,281 ",CJ Entertainment,N/A,N/A,"Action,Drama,Thriller",6-Apr-18
Elliot the Littlest Reindeer,"$24,262 ",Screen Media Films,N/A,PG,"Animation,Family",30-Nov-18
The Amendment,"$27,961 ",Fathom Events,N/A,N/A,Action,12-Apr-18
Quai des Orfèvres,"$28,013 ",Rialto Pictures,N/A,N/A,"Crime,Drama",13-Apr-18
Belle de Jour,"$26,331 ",Janus Films,N/A,R,Drama,23-Mar-18
The Desert Bride,"$30,110 ",Strand Releasing,N/A,N/A,Drama,4-May-18
Cold Water,"$30,209 ",Janus Films,N/A,N/A,Drama,27-Apr-18
Same Kind of Different as Me,"$6,423,605 ",Pure Flix Entertainment,N/A,PG-13,"Biography,Drama",20-Oct-17
Horn from the Heart: The Paul Butterfield Story,"$58,597 ",Abramorama,N/A,N/A,"Biography,Documentary,Music",17-Oct-18
On Her Shoulders,"$28,288 ",Oscilloscope,N/A,N/A,"Biography,Documentary",19-Oct-18
The Apparition,"$28,293 ",Music Box Films,N/A,N/A,Drama,7-Sep-18
Liyana,"$44,045 ",Abramorama,N/A,N/A,"Animation,Documentary",10-Oct-18
Poor Boy,"$31,031 ",Indican Pictures,N/A,N/A,"Drama,Western",13-Jul-18
Galapagos,"$18,630,372 ",IMAX,N/A,N/A,"Documentary,Short",29-Oct-99
The Mercy,"$29,538 ",Screen Media Films,N/A,N/A,"Adventure,Biography,Drama,Mystery",30-Nov-18
Charm City,"$29,335 ",PBS Distribution,N/A,N/A,Documentary,12-Oct-18
BPM (Beats Per Minute),"$125,189 ",The Orchard,N/A,N/A,Drama,20-Oct-17
Desolation,"$18,490 ",Parade Deck Films,N/A,N/A,Thriller,26-Jan-18
Memories of Underdevelopment,"$29,647 ",Janus Films,N/A,N/A,Drama,12-Jan-18
Sollers Point,"$32,608 ",Oscilloscope,N/A,R,Drama,11-May-18
"No Date, No Signature","$36,444 ",Distrib Films,N/A,N/A,"Drama,Mystery,Thriller",1-Aug-18
Space Station 3D,"$93,383,002 ",IMAX,N/A,N/A,Documentary,19-Apr-02
24 Frames,"$34,482 ",Janus Films,N/A,N/A,Drama,2-Feb-18
Just Getting Started,"$6,069,605 ",Broad Green Pictures,"$22,000,000 ",PG-13,"Action,Comedy",8-Dec-17
Goodland,"$32,140 ",Parade Deck Films,N/A,N/A,"Crime,Mystery,Thriller",11-May-18
Good Manners,"$31,177 ",Distrib Films,N/A,N/A,"Fantasy,Horror,Musical",27-Jul-18
For Those Who Don't Read Me,"$36,506 ",Entertainment One,N/A,N/A,Drama,23-Nov-18
Le Corbeau,"$36,089 ",Rialto Pictures,N/A,N/A,"Crime,Drama,Mystery,Thriller",20-Apr-18
Mind Game,"$36,613 ",GKIDS,N/A,N/A,"Adventure,Animation,Comedy,Drama,Fantasy",16-Feb-18
Maui,"$33,953 ",GathrFilms,N/A,PG-13,"Drama,Mystery",13-Apr-18
The Big Bad Fox and Other Tales,"$35,787 ",GKIDS,N/A,G,"Adventure,Animation,Comedy,Family,Fantasy",8-Mar-18
Holy Hell,"$34,366 ",Indican Pictures,N/A,N/A,"Action,Comedy,Horror",20-Jul-18
Made in France,"$9,956 ",Under The Milky Way,N/A,N/A,"Crime,Drama,Thriller",23-Sep-16
Peter and the Farm,"$18,123 ",Magnolia Pictures,N/A,N/A,Documentary,4-Nov-16
Justice Is Mind,"$14,360 ",The Ashton Times,N/A,N/A,"Crime,Drama,Mystery,Sci-Fi",18-Aug-13
Paths of the Soul,"$31,747 ",Icarus Films,N/A,N/A,Drama,13-May-16
The Road Movie,"$35,757 ",Oscilloscope,N/A,N/A,Documentary,19-Jan-18
Divide and Conquer: The Story of Roger Ailes,"$38,510 ",Magnolia Pictures,N/A,N/A,Documentary,7-Dec-18
The House of Tomorrow,"$35,821 ",Shout! Factory,N/A,N/A,"Comedy,Drama",27-Apr-18
The Eyes of My Mother,"$27,099 ",Magnolia Pictures,N/A,R,"Drama,Horror",2-Dec-16
NightLights,"$21,147 ",Indican Pictures,N/A,R,Drama,29-Aug-14
My Annoying Brother,"$51,996 ",CJ Entertainment,N/A,N/A,"Comedy,Drama",23-Dec-16
National Bird,"$10,656 ",FilmRise,N/A,N/A,Documentary,11-Nov-16
This Last Lonely Place,"$20,507 ",Indican Pictures,N/A,N/A,"Crime,Drama,Thriller",12-Aug-16
Amityville: The Awakening,$742 ,Dimension Films,N/A,PG-13,"Horror,Thriller",28-Oct-17
La folle histoire de Max et Léon,$543 ,Distrib Films,N/A,N/A,"Comedy,War",15-Mar-17
The Witness,"$159,305 ",FilmRise,N/A,N/A,"Biography,Crime,Documentary,Mystery",3-Jun-16
Anatahan,"$8,171 ",Kino Lorber,N/A,N/A,"Drama,War",3-Feb-17
2:22,$422 ,Magnolia Pictures,N/A,PG-13,"Drama,Mystery,Sci-Fi,Thriller",30-Jun-17
The Hill Chris Climbed: The Gridiron Heroes Story,"$23,487 ",Indican Pictures,N/A,N/A,"Biography,Documentary,Family,Sport",15-Apr-16
The Other Side of Hope,"$183,943 ",Janus Films,N/A,N/A,"Comedy,Drama",1-Dec-17
The Black Dove,"$22,517 ",Indican Pictures,N/A,N/A,Drama,12-Aug-16
Off the Rails,"$34,249 ",The Film Collaborative,N/A,N/A,Documentary,18-Nov-16
Gray Matter,"$38,034 ",Indican Pictures,N/A,N/A,Sci-Fi,18-May-18
Searching for Ingmar Bergman,"$36,686 ",Oscilloscope,N/A,N/A,Documentary,2-Nov-18
"Hale County This Morning, This Evening","$112,282 ",The Cinema Guild,N/A,N/A,Documentary,14-Sep-18
Breath,"$37,108 ",FilmRise,N/A,N/A,"Drama,Romance,Sport",1-Jun-18
Small Group,"$37,058 ",GathrFilms,N/A,PG-13,Drama,18-Oct-18
Girls vs Gangsters,"$37,115 ",Well Go USA Entertainment,N/A,N/A,"Comedy,Drama",9-Mar-18
Humor Me,"$40,099 ",Shout! Factory,N/A,N/A,Comedy,12-Jan-18
Mamma Mia!,"$39,601 ",Fathom Events,"$52,000,000 ",PG-13,"Comedy,Musical,Romance",4-Nov-18
Oolong Courtyard: KungFu School,"$37,727 ",China Lion Film Distribution,N/A,N/A,Comedy,24-Aug-18
Krystal,"$37,516 ",Paladin,N/A,R,"Comedy,Drama",13-Apr-18
Araby,"$38,399 ",Grasshopper Film,N/A,N/A,Drama,22-Jun-18
The Heart of Nuba,"$37,788 ",Abramorama,N/A,N/A,Documentary,6-Apr-18
Golden Exits,"$41,888 ",Vertical Entertainment,N/A,R,Drama,9-Feb-18
Western,"$41,072 ",The Cinema Guild,N/A,N/A,Drama,16-Feb-18
The Loving Story,"$3,518 ",Icarus Films,N/A,N/A,"Documentary,Drama,History,Romance",1-Nov-16
The Student,"$1,126 ",Under The Milky Way,N/A,N/A,Drama,14-Apr-17
Submission,"$39,985 ",Great Point Media,N/A,R,"Drama,Mystery",2-Mar-18
Christine,"$298,525 ",The Orchard,N/A,R,"Biography,Drama",14-Oct-16
I Am Not Madame Bovary,"$436,798 ",Well Go USA Entertainment,N/A,N/A,"Comedy,Drama",18-Nov-16
Julian Schnabel: A Private Portrait,"$9,103 ",Cohen Media Group,N/A,N/A,Documentary,5-May-17
The Lion in Winter,"$18,177 ",Rialto Pictures,N/A,N/A,"Biography,Drama,History",16-Dec-16
Believe,"$890,303 ",Freestyle Releasing,N/A,PG,Drama,2-Dec-16
The Penguin Counters,$976 ,First Run,N/A,N/A,"Adventure,Documentary",21-Apr-17
Always Shine,"$17,102 ",Oscilloscope,N/A,N/A,"Drama,Horror,Mystery,Thriller",25-Nov-16
A Different American Dream,"$1,172 ",First Run,N/A,N/A,Documentary,6-Jan-17
Extraordinary Ordinary People,$880 ,First Run,N/A,N/A,Documentary,15-Sep-17
It's Not Yet Dark,"$1,227 ",FilmRise,N/A,N/A,Documentary,4-Aug-17
Level Five,"$27,000 ",Icarus Films,N/A,N/A,"Documentary,Romance,War",15-Aug-14
Clash,"$18,215 ",Kino Lorber,N/A,N/A,"Drama,Thriller,War",11-Mar-17
The Forest for the Trees,"$1,410 ",Film Movement,N/A,N/A,Drama,18-Jan-17
First We Take Brooklyn,"$42,812 ",Zealous Productions,N/A,N/A,"Crime,Drama",9-Feb-18
Indian Horse,"$2,097,362 ",Elevation Pictures,N/A,N/A,Drama,13-Apr-18
The Battle of Algiers,"$56,853 ",Rialto Pictures,N/A,N/A,"Drama,War",7-Oct-16
Almost Friends,"$1,481 ",Orion Pictures,N/A,N/A,"Comedy,Drama",17-Nov-17
The Outcasts,"$1,455 ",Swen Releasing,N/A,PG-13,Comedy,14-Apr-17
Do Not Resist,"$72,791 ",Vanish Films,N/A,N/A,Documentary,30-Sep-16
Never,"$20,431 ",Indican Pictures,N/A,N/A,Drama,19-Aug-16
The Sacrifice,"$61,018 ",Kino Lorber,N/A,N/A,Drama,20-Oct-17
The Greasy Strangler,"$45,878 ",FilmRise,N/A,N/A,"Comedy,Horror",7-Oct-16
A Ciambra,"$41,934 ",IFC Films,N/A,N/A,"Crime,Drama",19-Jan-18
Rodin,"$44,261 ",Cohen Media Group,N/A,N/A,"Biography,Drama,Romance",1-Jun-18
Wait for Your Laugh,"$73,585 ",Vitagraph Films,N/A,N/A,"Comedy,Documentary",3-Nov-17
Antonio Lopez 1970: Sex Fashion & Disco,"$43,169 ",Film Movement,N/A,N/A,"Biography,Documentary",14-Sep-18
Bigger,"$46,382 ",Freestyle Releasing,N/A,PG-13,"Biography,Drama",12-Oct-18
Garry Winogrand: All Things are Photographable,"$44,002 ",Greenwich Entertainment,N/A,N/A,Documentary,19-Sep-18
350 Days - Legends. Champions. Survivors,"$47,526 ",Fathom Events,N/A,N/A,"Documentary,Sport",12-Jul-18
Hitler's Hollywood,"$43,766 ",Kino Lorber,N/A,N/A,"Documentary,History",11-Apr-18
What Will People Say,"$44,156 ",Kino Lorber,N/A,N/A,Drama,13-Jul-18
Jumanji/Jumanji: Welcome to the Jungle,"$49,381 ",Fathom Events,N/A,N/A,N/A,10-Jun-18
The Royal Wedding: Prince Harry and Meghan Markle,"$50,264 ",Fathom Events,N/A,N/A,Documentary,19-May-18
Summer in the Forest,"$45,542 ",Abramorama,N/A,N/A,Documentary,23-Mar-18
Racer and the Jailbird,"$46,337 ",Super,N/A,R,"Crime,Drama,Romance",4-May-18
Before We Vanish,"$52,087 ",Super,N/A,N/A,"Drama,Sci-Fi",2-Feb-18
Digimon Adventure tri. Part 5: Coexistence,"$52,339 ",Fathom Events,N/A,N/A,"Action,Adventure,Animation",10-May-18
The China Hustle,"$48,650 ",Magnolia Pictures,N/A,R,Documentary,30-Mar-18
The Snowman Trek,"$51,743 ",Fathom Events,N/A,N/A,Documentary,17-May-18
Hal,"$48,698 ",Oscilloscope,N/A,N/A,"Biography,Documentary",7-Sep-18
Wanda,"$51,713 ",Janus Films,N/A,N/A,"Crime,Drama",20-Jul-18
Henchmen,"$1,469 ",Entertainment One,N/A,N/A,"Animation,Comedy",7-Dec-18
Twiceland,"$52,874 ",CJ Entertainment,N/A,N/A,"Documentary,Music",7-Dec-18
1945,"$1,006,193 ",Menemsha Films,N/A,N/A,Drama,1-Nov-17
I Am Not A Witch,"$50,868 ",Film Movement,N/A,N/A,Drama,7-Sep-18
Hold Your Breath,"$77,987 ",Entertainment One,N/A,N/A,"Drama,Mystery,Sci-Fi,Thriller",10-Aug-18
Swimming with Men,"$24,708 ",IFC Films,N/A,N/A,"Comedy,Drama,Romance,Sport",7-Dec-18
Chinese Portrait,"$3,608 ",The Cinema Guild,N/A,N/A,Documentary,13-Dec-19
Senso,"$27,723 ",Rialto Pictures,N/A,N/A,"Drama,History,Romance,War",26-Oct-18
Sgt. Stubby: An American Hero,"$4,015,935 ",Fun Academy Motion Pictures,N/A,PG,"Adventure,Animation,Family,History,War",13-Apr-18
In Safe Hands,"$1,737 ",Distrib Films,N/A,N/A,Drama,26-Jul-19
Tall Tales from the Magical Garden of Antoon Krings,$220 ,Viva Pictures Distribution,N/A,PG,"Adventure,Animation,Comedy,Family",11-Jan-19
Serendipity,"$2,298 ",Cohen Media Group,N/A,N/A,Documentary,18-Oct-19
Indivisible,"$3,511,417 ",Pure Flix Entertainment,N/A,PG-13,"Drama,War",26-Oct-18
Owaranai hito: Miyazaki Hayao,"$187,320 ",GKIDS,N/A,N/A,"Biography,Documentary",13-Dec-18
A Fish in the Bathtub,"$1,237 ",Cohen Media Group,N/A,PG-13,Comedy,8-Nov-19
The Untold Story,$790 ,Ammo Content,N/A,N/A,"Comedy,Drama",18-Jan-19
For Those Who Don't Read Me,"$36,506 ",Entertainment One,N/A,N/A,Drama,23-Nov-18
The Hours and Times,"$1,273 ",Oscilloscope,N/A,N/A,"Drama,Music",1-Mar-19
"Intent to Destroy: Death, Denial & Depiction","$18,340 ",GathrFilms,N/A,N/A,"Documentary,History",4-Dec-17
The Romans,"$19,705 ",Indican Pictures,N/A,N/A,Drama,27-May-16
The Polar Express,"$765,154 ",Warner Bros.,"$165,000,000 ",N/A,"Adventure,Animation,Comedy,Family,Fantasy,Musical",11-Nov-16
American Playhouse: The Killing Floor,"$1,583 ",Film Movement,N/A,N/A,"Comedy,Drama,Romance,Sci-Fi",22-Nov-19
Game Day,"$1,624 ",Ammo Content,N/A,N/A,"Comedy,Drama",4-Oct-19
Little Q,"$1,652 ",Well Go USA Entertainment,N/A,N/A,Drama,6-Dec-19
Red Christmas,"$2,255 ",Artsploitation Films,N/A,N/A,"Horror,Thriller",25-Aug-17
Under the Sun,"$105,036 ",Icarus Films,N/A,N/A,Documentary,6-Jul-16
"Accidental Courtesy: Daryl Davis, Race & America","$1,940 ",First Run,N/A,N/A,"Biography,Documentary,History",6-Jan-17
In Between,"$107,977 ",Film Movement,N/A,N/A,Drama,5-Jan-18
The Ghoul,"$2,032 ",Arrow Films,N/A,N/A,"Drama,Thriller",4-Aug-17
Detour,"$1,788 ",Magnolia Pictures,N/A,R,"Action,Thriller",20-Jan-17
Magnus,"$8,944 ",FilmRise,N/A,N/A,Documentary,18-Nov-16
Miles,"$2,537 ",Freestyle Releasing,N/A,N/A,"Comedy,Drama,Family,Sport",9-Jun-17
A Grin Without A Cat,"$43,616 ",Icarus Films,N/A,N/A,Documentary,1-May-02
New World Order,"$20,205 ",Indican Pictures,N/A,N/A,"Action,Crime,Drama",23-Sep-16
Dayveon,"$2,077 ",FilmRise,N/A,N/A,Drama,13-Sep-17
Behind the White Glasses,"$2,223 ",Kino Lorber,N/A,N/A,"Biography,Documentary",21-Apr-17
7 from Etheria,"$2,208 ",Parade Deck Films,N/A,N/A,Horror,7-Jul-17
Take Me,"$2,583 ",The Orchard,N/A,N/A,"Comedy,Crime",5-May-17
No Home Movie,"$32,757 ",Icarus Films,N/A,N/A,Documentary,18-Feb-16
1898: Our Last Men in the Philippines,"$2,848 ",Sony Pictures Releasing,N/A,R,"Drama,History,War",3-Mar-17
The Great Silence,"$53,074 ",Film Movement,N/A,N/A,Western,30-Mar-18
Digimon Adventure tri. Part 6: Future,"$54,324 ",Fathom Events,N/A,N/A,"Action,Adventure,Animation",20-Sep-18
Demons,"$2,900 ",Uncork'd Entertainment,N/A,N/A,Horror,5-Oct-17
Apprentice,"$2,578 ",Film Movement,N/A,N/A,Drama,3-Mar-17
Kepler's Dream,"$2,923 ",Independent,N/A,N/A,"Adventure,Drama,Family,Mystery,Western",1-Dec-17
DAZN Boxing: Canelo Alvarez vs. Rocky Fielding,"$54,916 ",Fathom Events,N/A,N/A,Sport,15-Dec-18
American Dream: Detroit,"$55,092 ",Fathom Events,N/A,N/A,Documentary,15-May-18
Daughter of the Nile,"$2,640 ",Cohen Media Group,N/A,N/A,"Crime,Drama",27-Oct-17
I Dream in Another Language,"$2,739 ",FilmRise,N/A,N/A,"Drama,Romance",28-Jul-17
Django,"$56,556 ",Under The Milky Way,N/A,N/A,"Biography,Drama,Music,War",5-Jan-18
Santoalla,"$2,684 ",Oscilloscope,N/A,N/A,"Documentary,Mystery",19-Jul-17
Black '47,"$57,520 ",IFC Films,N/A,R,"Action,Drama",28-Sep-18
Woman Walks Ahead,"$57,528 ",A24,N/A,R,"Biography,Drama,History,Western",29-Jun-18
Bomb City,"$59,329 ",Gravitas Ventures,N/A,N/A,"Crime,Drama",9-Feb-18
In Search of Greatness,"$58,090 ",Art of Sport,N/A,PG-13,Documentary,2-Nov-18
My Friend Dahmer,"$1,361,611 ",FilmRise,N/A,R,"Biography,Drama",3-Nov-17
A Kid Like Jake,"$58,403 ",IFC Films,N/A,R,"Drama,Family",1-Jun-18
Cynthia,"$58,177 ",Indican Pictures,N/A,N/A,"Comedy,Horror",31-Aug-18
Digimon Adventure tri. Part 4: Loss,"$59,114 ",Fathom Events,N/A,N/A,"Action,Adventure,Animation",1-Feb-18
Bhavesh Joshi Superhero,"$57,376 ",Eros International,N/A,N/A,"Action,Drama",1-Jun-18
Ramen Heads,"$57,345 ",FilmBuff,N/A,N/A,Documentary,16-Mar-18
"Monrovia, Indiana","$63,944 ",Zipporah Films,N/A,N/A,Documentary,26-Oct-18
Viper Club,"$60,607 ",Roadside Attractions,N/A,R,Drama,26-Oct-18
Never Goin' Back,"$61,271 ",A24,N/A,R,"Comedy,Crime,Drama",3-Aug-18
"Westwood: Punk, Icon, Activist","$58,979 ",Greenwich Entertainment,N/A,N/A,Documentary,8-Jun-18
Walk With Me,"$726,726 ",GathrFilms,N/A,N/A,Documentary,11-Aug-17
Where Is Kyra?,"$59,717 ",Great Point Media,N/A,R,Drama,6-Apr-18
Tea With the Dames,"$889,343 ",IFC Films,N/A,N/A,Documentary,21-Sep-18
"No Date, No Signature","$36,444 ",Distrib Films,N/A,N/A,"Drama,Mystery,Thriller",1-Aug-18
Joan the Maid 1: The Battles,"$2,562 ",Cohen Media Group,N/A,N/A,"Biography,Drama,History,War",2-Aug-19
A German Youth,"$2,343 ",Big World Pictures,N/A,N/A,Documentary,11-Oct-19
The Kindness of Strangers,"$2,705 ",eOne Entertainment,N/A,N/A,Drama,6-Dec-19
L'héritage de la chouette,"$12,316 ",Icarus Films,N/A,N/A,"Documentary,History",9-Nov-18
Jihadists,"$2,104 ",Cinema Libre Studio,N/A,N/A,"Documentary,War",25-Jan-19
Filmworker,"$102,609 ",Kino Lorber,N/A,N/A,"Biography,Documentary",11-May-18
Iceman,"$2,138 ",Film Movement,N/A,N/A,Drama,15-Mar-19
I Lost Albert,"$2,354 ",Distrib Films,N/A,N/A,Comedy,4-Oct-19
Another Day of Life,"$3,190 ",GKIDS,N/A,N/A,"Animation,Biography",13-Sep-19
Chef Flynn,"$68,407 ",Kino Lorber,N/A,N/A,Documentary,9-Nov-18
TINY: The Life of Erin Blackwell,"$2,465 ",Janus Films,N/A,N/A,Documentary,19-Jul-19
Bauhaus Spirit: 100 Years of Bauhaus,"$17,122 ",Icarus Films,N/A,N/A,Documentary,10-Feb-19
100 Acres of Hell,"$5,152 ",Indican Pictures,N/A,N/A,"Action,Crime,Horror,Mystery,Thriller",11-Oct-19
Back to the Fatherland,"$2,697 ",First Run,N/A,N/A,Documentary,14-Jun-19
The Wandering Soap Opera,"$3,624 ",The Cinema Guild,N/A,N/A,"Comedy,Drama,Fantasy",17-May-19
Chasing Portraits,"$3,076 ",First Run,N/A,N/A,"Documentary,History",26-Apr-19
Mother of a Day,"$3,919 ",Sumbadhat Productions,N/A,N/A,Family,4-May-19
State Like Sleep,"$4,282 ",The Orchard,N/A,N/A,Drama,4-Jan-19
The Gliksmans,"$5,166 ",Indican Pictures,N/A,N/A,Comedy,27-Sep-19
Rottentail,"$3,383 ",Ammo Content,N/A,N/A,"Comedy,Horror",12-Apr-19
Tanna,"$46,654 ",Lightyear Entertainment,N/A,N/A,"Adventure,Drama,Romance",16-Sep-16
The Bad Kids,"$6,226 ",FilmRise,N/A,N/A,Documentary,16-Dec-16
Justice,"$3,259 ",Independent,N/A,R,"Drama,Western",15-Sep-17
Wallflower,"$3,801 ",Passion River,N/A,N/A,"Crime,Drama,Music",4-Oct-19
La Flor,"$4,032 ",Grasshopper Film,N/A,N/A,"Drama,Fantasy,Musical,Mystery,Romance,Thriller",9-Aug-19
Crown Vic,"$3,868 ",Screen Media Films,N/A,R,"Action,Crime,Drama,Mystery,Thriller",8-Nov-19
A Cool Fish,"$551,876 ",China Lion Film Distribution,N/A,N/A,Comedy,16-Nov-18
The Levelling,"$3,040 ",Monterey Media,N/A,R,Drama,24-Mar-17
Spices of Liberty,"$13,463 ",Hannover House,N/A,PG,"Drama,Family,Romance",21-Oct-16
Tower,"$101,987 ",Kino Lorber,N/A,N/A,"Animation,Crime,Documentary",28-Sep-16
Le joli mai,"$55,038 ",Icarus Films,N/A,N/A,Documentary,13-Sep-13
The Gender Card Flip,"$3,774 ",Smarthouse Creative / Distribber,N/A,N/A,Comedy,8-Sep-17
Bad Match,"$3,351 ",Orion Pictures,N/A,N/A,Thriller,3-Nov-17
On the Map,"$17,099 ",Hey Jude Productions,N/A,N/A,"Documentary,Sport",25-Nov-16
Bugs,"$3,742 ",Kino Lorber,N/A,N/A,Documentary,5-Jun-17
Amanda & Jack Go Glamping,"$3,352 ",Orion Pictures,N/A,N/A,"Comedy,Drama,Romance",10-Nov-17
Planetarium,"$3,262 ",Swen Releasing,N/A,N/A,"Drama,Fantasy,Mystery,Romance,Thriller",11-Aug-17
Who's Crazy?,"$3,497 ",Kino Lorber,N/A,N/A,Drama,10-Mar-17
"Love, Sweat and Tears","$3,482 ",Kino Lorber,N/A,N/A,Documentary,7-Apr-17
Speed Sisters,"$3,423 ",First Run,N/A,N/A,"Adventure,Documentary,Drama,Sport",27-Jan-17
Emily,"$3,982 ",Hibernation Films,N/A,N/A,Drama,27-Jan-17
Dalida,"$3,465 ",Under The Milky Way,N/A,N/A,"Biography,Drama,Music",26-Aug-17
Beuys,"$65,410 ",Kino Lorber,N/A,N/A,Documentary,17-Jan-18
Soul on a String,"$3,669 ",Film Movement,N/A,N/A,Drama,19-May-17
The Woman Who Left,"$3,974 ",Kino Lorber,N/A,N/A,Drama,19-May-17
